,Comment
92,[ARM] tegra: increase NR_BOARD_IRQS to 32\n\nthe ACK\u0027d TPS6586X interrupt patch uses the PMU\u0027s exact\ninterrupt numbering; increase NR_BOARD_IRQS to\naccommodate the larger namespace needed by the PMU\n\nChange-Id: Ic96f0452e3821eedc6c94eb9e6dc132715d9a39f\nSigned-off-by: Gary King \u003cgking@nvidia.com\u003e\n
93,Stagefright: Removed memcpy in playback datapath\n\nDuring code review it was found that the overlay buffers were not shared with the video decoder and hence\nthe decoded output was copied to the overlay buffers for rendering. Changes have been made to the framework\nto remove this memcpy. The overlay buffers are shared with the video decoder.\n\nAdded the API getBuffers() to the following classes:\n\nBpOMXRenderer\nIOMXRenderer\nOMXRenderer\nVideoRenderer\nSharedVideoRenderer\nSoftwareRenderer\nAwesomeRenderer\nAwesomeRemoteRenderer\nAwesomeLocalRenderer\n\nAdded the API setBuffers() to the following classes:\n\nMediaSource\nOMXCodec\n\nChanges made to AwesomePlayer:\n\n1. Modified the sequence in which the various components were initialized.\nNow the renderer is initialized before the codec is initialized.\n2. The overlay buffers are shared with the video decoder.\n\nChanges made to OMXCodec:\nModified the component quirks. Use OMX_UseBuffer(overlay buffers) for video decoder for output port.\n\nChange-Id: I94a807f73deebfb1153f74a66c0dc98f9960f63a\nSigned-off-by: Anu Sundararajan \u003csanuradha@ti.com\u003e\n
94,libstagefrighthw: Changes to remove memcpy in playback data path\n\nA new API has been added to share the Overlay buffer addresses with the Codec.\nFor that purpose MemoryHeapBase and MemoryBase object are created for each buffer.\n\nThis patch is dependant upon changes made to VideoRenderer.h in patch\nhttps://review.source.android.com/#change18580\n\nChange-Id: Ifa8219da752cdbb9f79a64b527213bf7d715a5ee\nSigned-off-by: Anu Sundararajan \u003csanuradha@ti.com\u003e\n
95,Minor optimization of ELF header manipulating\n\nThis patch applies the following changes:\n - word alignment to the temporary space for holding ELF header\n - Instead of sequential character comparison of ELF header use\n   pre-calculated value.\n\nChange-Id: Idd6a12f4b8f24a331b4c566df87ac0d596798b00\n
96,"Fixes broken image link in \Installing the SDK\"" documentation page.\n\nChange-Id: I343f261008e8c3fa25291fedb01454c580e8c7a7\n"""
97,drm/radeon/kms/atom: set sane defaults in atombios_get_encoder_mode()\n\ncommit c7a71fc761551dc8be8543f14a90d08cda4e77f9 upstream.\n\nIf there was no connector mapped to the encoder atombios_get_encoder_mode()\nreturned 0 which is the id for DP.  Return something sane instead based on\nthe encoder id.  This avoids hitting the DP paths on non-DP encoders.\n\nSigned-off-by: Alex Deucher \u003calexdeucher@gmail.com\u003e\nSigned-off-by: Dave Airlie \u003cairlied@redhat.com\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
98,Need enough time (1 sec) to read amounts of packet from /proc/stat_uid/[uid]/tcp_snd.\n\nChange-Id: I597a558ea4d78dec070804c096d77643d840fe45\n
99,Support for SetupEventList Proactive command\n\nThese changes provide support for SetupEventList proactive command.\nRef: ETSI TS 102 223 Section:6.4.16.\n\nChange-Id: I2fe45ec20d1918b4f618bc5857ad6b5546859a52\n
100,Fix for phone app crash in Icc Card.\n\n- Check for active phone in ICC handler before processing messages.\n\n- Boundary check for gsm/cdma subscription app index\nwhile retrieving the ICC Card App.\n\nChange-Id: I3d54447e8d48e3482763e78eeb2a737a34cec321\n
101,[ARM] tegra: cpuidle: Prevent LP2 idle during suspend\n\nChange-Id: Ie63f4d5064a7e6045d2bbb12de939476a6965ac9\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
102,bio: take care not overflow page count when mapping/copying user data\n\ncommit cb4644cac4a2797afc847e6c92736664d4b0ea34 upstream.\n\nIf the iovec is being set up in a way that causes uaddr + PAGE_SIZE\nto overflow we could end up attempting to map a huge number of\npages. Check for this invalid input type.\n\nReported-by: Dan Rosenberg \u003cdrosenberg@vsecurity.com\u003e\nSigned-off-by: Jens Axboe \u003cjaxboe@fusionio.com\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
103,Add support for TTY in GSM mode\n\nChange-Id: I66dd2f152c49fea7cb4e1d7bbdf66cb8af8eb568\n
104,Fix a race condition in NativeDaemonConnector\n\nFixes a race between the onDaemonConnected callback and setting the\nmOutputStream in NativeDaemonConnector.\n\nMountService connects to vold using the NativeDaemonConnector.\nThrows a “NativeDaemonConnectorException: No output stream!�?\nwhen the onDaemonConnected callback in MountService calls the doListCommand.\n\nChange-Id: Ib895bab37f7df680e4362df6366198c0a673c5e9\n
105,"GLE2: fix layout editor not properly closed when dirty.\n\nThe symptom was that once the layout editor had a modification\nand was in the \dirty\"" mode closing it would keep the model\naround and re-opening would show the previous state. That was\na red herring.\n\nThe actual issue is that the undo begin/end wrapper methods\nwere calling getModelForEdit() without doing a proper\nreleaseFromEdit() call after the fact. Somewhere down in the\noverly complex code that disposes the EditorPart there is\na test that would not purge the model if it is still locked.\n\nThe fix is thus in the begin/endUndoRecording of the base\nAndroidXmlEditor.\n\nThis CL also cleans up some IFile usage; when fixing the\ncode above I noticed we can now get the model without\nfirst getting an SSE internal document instead we can use\nthe editor\u0027s IFile. However I doubt SSE for 3.3 would have\nthe API I need to check that in another CL. Later it\u0027s a P3.\n\nChange-Id: I2437475dfeee9d6689b7b604782ae140d7aff1c3\n"""
106,drm/radeon/kms: add workaround for dce3 ddc line vbios bug\n\ncommit 3074adc8b6d9bf28b574a58241b958057a69a7a0 upstream.\n\nfixes:\nhttps://bugzilla.kernel.org/show_bug.cgi?id\u003d23752\n\nSigned-off-by: Alex Deucher \u003calexdeucher@gmail.com\u003e\nSigned-off-by: Dave Airlie \u003cairlied@redhat.com\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
107,"Fixes broken image link in \Tools -\u003e Traceview\"" documentation page.\n\nChange-Id: I0728fdbd91f166d5dd30c23430edc532dc937541\n"""
108,Need enough time (1 sec) to read amounts of packet from /proc/stat_uid/[uid]/tcp_snd.\n\nChange-Id: I93fdd1bc383e8b944a76e211166e2c5fdb9707cd\n
109,drm/radeon/kms: fix typos in disabled vbios code\n\ncommit 0ec80d645661dda50acd417bdfcb33df2e5dd31e upstream.\n\n6xx/7xx was hitting the wrong BUS_CNTL reg and bits.\n\nSigned-off-by: Alex Deucher \u003calexdeucher@gmail.com\u003e\nSigned-off-by: Dave Airlie \u003cairlied@redhat.com\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
110,ADT: fixes to make Proguard work under Windows.\n\n- the proguard.bat can only pass 9 args but we have 15+ so\n  we\u0027ll use a temporary proguard config file for Windows.\n\n- PROGUARD_HOME needs to be defined properly since the default\n  proguard.bat cannot infer it properly. We need other fixes\n  to that batch file so eventually we\u0027re not going to ship the\n  default one and we can fix the .bat file but properly defining\n  this env var is probably a good idea anyway.\n\nChange-Id: Ic35b6b27580ed10c831d489d2b26759cef9633ca\n
111,feature for devices with a relative humidity sensor\n\nChange-Id: I18ef82edc52edbda733eb5d776c153ec2f988424\n
112,"radix-tree: fix RCU bug\n\ncommit 27d20fddc8af539464fc3ba499d6a830054c3bd6 upstream.\n\nSalman Qazi describes the following radix-tree bug:\n\nIn the following case we get can get a deadlock:\n\n0.  The radix tree contains two items one has the index 0.\n1.  The reader (in this case find_get_pages) takes the rcu_read_lock.\n2.  The reader acquires slot(s) for item(s) including the index 0 item.\n3.  The non-zero index item is deleted and as a consequence the other item is\n    moved to the root of the tree. The place where it used to be is queued for\n    deletion after the readers finish.\n3b. The zero item is deleted removing it from the direct slot it remains in\n    the rcu-delayed indirect node.\n4.  The reader looks at the index 0 slot and finds that the page has 0 ref\n    count\n5.  The reader looks at it again hoping that the item will either be freed or\n    the ref count will increase. This never happens as the slot it is looking\n    at will never be updated. Also this slot can never be reclaimed because\n    the reader is holding rcu_read_lock and is in an infinite loop.\n\nThe fix is to re-use the same \indirect\"" pointer case that requires a slot\nlookup retry into a general \""retry the lookup\"" bit.\n\nSigned-off-by: Nick Piggin \u003cnpiggin@kernel.dk\u003e\nReported-by: Salman Qazi \u003csqazi@google.com\u003e\nSigned-off-by: Andrew Morton \u003cakpm@linux-foundation.org\u003e\nSigned-off-by: Linus Torvalds \u003ctorvalds@linux-foundation.org\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n"""
113,Dont store video genre metadata as audio genre in MediaScanner\n\nMediaScanner mistake Video_ID for Auido_ID when MediaScanner\nregister genre of mp4 video content that this content have\ngenre data.\n\nAdd an explicit check for audio.\n\nChange-Id: Ic27638e9e59af44e388a8c38d774a077f23520b7\n
114,netfilter: NF_HOOK_COND has wrong conditional\n\ncommit ac5aa2e3332ec04889074afdbd1479424d0227a5 upstream.\n\nThe NF_HOOK_COND returns 0 when it shouldn\u0027t due to what I believe to be an\nerror in the code as the order of operations is not what was intended.  C will\nevalutate \u003d\u003d before \u003d.  Which means ret is getting set to the bool result\nrather than the return value of the function call.  The code says\n\nif (ret \u003d function() \u003d\u003d 1)\nwhen it meant to say:\nif ((ret \u003d function()) \u003d\u003d 1)\n\nNormally the compiler would warn but it doesn\u0027t notice it because its\na actually complex conditional and so the wrong code is wrapped in an explict\nset of () [exactly what the compiler wants you to do if this was intentional].\nFixing this means that errors when netfilter denies a packet get propagated\nback up the stack rather than lost.\n\nProblem introduced by commit 2249065f (netfilter: get rid of the grossness\nin netfilter.h).\n\nSigned-off-by: Eric Paris \u003ceparis@redhat.com\u003e\nSigned-off-by: Patrick McHardy \u003ckaber@trash.net\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
115,Always set right auth_type value in apn.\n\nIt fixes a bug that automatically sets auth_type value\nof editing apn that has and should have that value set\nto null (-1 \u003d Not yet set) to auth_type value of an\napn previously displayed in the apn editor. It is\ncaused by careless persisting and reading data from\nSharedPreferences. Fixed to keep and persist (to be\nconsistent with other apn\u0027s Preferences) null value\nfor not yet set auth_type property.\n\nChange-Id: I4e125a4cdbad968c9f6ea8781a8c849f4c31c929\n
116,mm/vfs: revalidate page-\u003emapping in do_generic_file_read()\n\ncommit 8d056cb965b8fb7c53c564abf28b1962d1061cd3 upstream.\n\n70 hours into some stress tests of a 2.6.32-based enterprise kernel we\nran into a NULL dereference in here:\n\n\tint block_is_partially_uptodate(struct page *page read_descriptor_t *desc\n\t                                        unsigned long from)\n\t{\n----\u003e\t\tstruct inode *inode \u003d page-\u003emapping-\u003ehost;\n\nIt looks like page-\u003emapping was the culprit.  (xmon trace is below).\nAfter closer examination I realized that do_generic_file_read() does a\nfind_get_page() and eventually locks the page before calling\nblock_is_partially_uptodate().  However it doesn\u0027t revalidate the\npage-\u003emapping after the page is locked.  So there\u0027s a small window\nbetween the find_get_page() and -\u003eis_partially_uptodate() where the page\ncould get truncated and page-\u003emapping cleared.\n\nWe _have_ a reference so it can\u0027t get reclaimed but it certainly\ncan be truncated.\n\nI think the correct thing is to check page-\u003emapping after the\ntrylock_page() and jump out if it got truncated.  This patch has been\nrunning in the test environment for a month or so now and we have not\nseen this bug pop up again.\n\nxmon info:\n\n  1f:mon\u003e e\n  cpu 0x1f: Vector: 300 (Data Access) at [c0000002ae36f770]\n      pc: c0000000001e7a6c: .block_is_partially_uptodate+0xc/0x100\n      lr: c000000000142944: .generic_file_aio_read+0x1e4/0x770\n      sp: c0000002ae36f9f0\n     msr: 8000000000009032\n     dar: 0\n   dsisr: 40000000\n    current \u003d 0xc000000378f99e30\n    paca    \u003d 0xc000000000f66300\n      pid   \u003d 21946 comm \u003d bash\n  1f:mon\u003e r\n  R00 \u003d 0025c0500000006d   R16 \u003d 0000000000000000\n  R01 \u003d c0000002ae36f9f0   R17 \u003d c000000362cd3af0\n  R02 \u003d c000000000e8cd80   R18 \u003d ffffffffffffffff\n  R03 \u003d c0000000031d0f88   R19 \u003d 0000000000000001\n  R04 \u003d c0000002ae36fa68   R20 \u003d c0000003bb97b8a0\n  R05 \u003d 0000000000000000   R21 \u003d c0000002ae36fa68\n  R06 \u003d 0000000000000000   R22 \u003d 0000000000000000\n  R07 \u003d 0000000000000001   R23 \u003d c0000002ae36fbb0\n  R08 \u003d 0000000000000002   R24 \u003d 0000000000000000\n  R09 \u003d 0000000000000000   R25 \u003d c000000362cd3a80\n  R10 \u003d 0000000000000000   R26 \u003d 0000000000000002\n  R11 \u003d c0000000001e7b60   R27 \u003d 0000000000000000\n  R12 \u003d 0000000042000484   R28 \u003d 0000000000000001\n  R13 \u003d c000000000f66300   R29 \u003d c0000003bb97b9b8\n  R14 \u003d 0000000000000001   R30 \u003d c000000000e28a08\n  R15 \u003d 000000000000ffff   R31 \u003d c0000000031d0f88\n  pc  \u003d c0000000001e7a6c .block_is_partially_uptodate+0xc/0x100\n  lr  \u003d c000000000142944 .generic_file_aio_read+0x1e4/0x770\n  msr \u003d 8000000000009032   cr  \u003d 22000488\n  ctr \u003d c0000000001e7a60   xer \u003d 0000000020000000   trap \u003d  300\n  dar \u003d 0000000000000000   dsisr \u003d 40000000\n  1f:mon\u003e t\n  [link register   ] c000000000142944 .generic_file_aio_read+0x1e4/0x770\n  [c0000002ae36f9f0] c000000000142a14 .generic_file_aio_read+0x2b4/0x770 (unreliable)\n  [c0000002ae36fb40] c0000000001b03e4 .do_sync_read+0xd4/0x160\n  [c0000002ae36fce0] c0000000001b153c .vfs_read+0xec/0x1f0\n  [c0000002ae36fd80] c0000000001b1768 .SyS_read+0x58/0xb0\n  [c0000002ae36fe30] c00000000000852c syscall_exit+0x0/0x40\n  --- Exception: c00 (System Call) at 00000080a840bc54\n  SP (fffca15df30) is in userspace\n  1f:mon\u003e di c0000000001e7a6c\n  c0000000001e7a6c  e9290000      ld      r90(r9)\n  c0000000001e7a70  418200c0      beq     c0000000001e7b30        # .block_is_partially_uptodate+0xd0/0x100\n  c0000000001e7a74  e9440008      ld      r108(r4)\n  c0000000001e7a78  78a80020      clrldi  r8r532\n  c0000000001e7a7c  3c000001      lis     r01\n  c0000000001e7a80  812900a8      lwz     r9168(r9)\n  c0000000001e7a84  39600001      li      r111\n  c0000000001e7a88  7c080050      subf    r0r8r0\n  c0000000001e7a8c  7f805040      cmplw   cr7r0r10\n  c0000000001e7a90  7d6b4830      slw     r11r11r9\n  c0000000001e7a94  796b0020      clrldi  r11r1132\n  c0000000001e7a98  419d00a8      bgt     cr7c0000000001e7b40    # .block_is_partially_uptodate+0xe0/0x100\n  c0000000001e7a9c  7fa55840      cmpld   cr7r5r11\n  c0000000001e7aa0  7d004214      add     r8r0r8\n  c0000000001e7aa4  79080020      clrldi  r8r832\n  c0000000001e7aa8  419c0078      blt     cr7c0000000001e7b20    # .block_is_partially_uptodate+0xc0/0x100\n\nSigned-off-by: Dave Hansen \u003cdave@linux.vnet.ibm.com\u003e\nReviewed-by: Minchan Kim \u003cminchan.kim@gmail.com\u003e\nReviewed-by: Johannes Weiner \u003channes@cmpxchg.org\u003e\nAcked-by: Rik van Riel \u003criel@redhat.com\u003e\nCc: \u003carunabal@in.ibm.com\u003e\nCc: \u003csbest@us.ibm.com\u003e\nCc: Christoph Hellwig \u003chch@lst.de\u003e\nCc: Al Viro \u003cviro@zeniv.linux.org.uk\u003e\nCc: Minchan Kim \u003cminchan.kim@gmail.com\u003e\nSigned-off-by: Andrew Morton \u003cakpm@linux-foundation.org\u003e\nSigned-off-by: Linus Torvalds \u003ctorvalds@linux-foundation.org\u003e\nSigned-off-by: Greg Kroah-Hartman \u003cgregkh@suse.de\u003e\n
